City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Florida,US,28.7505,-82.5001,79.07,68,0,10.36,clear sky
347,Tamiahua,MX,21.2667,-97.45,76.55,62,2,14.47,clear sky
348,Pontes E Lacerda,BR,-15.2261,-59.3353,77.25,92,90,2.84,overcast clouds
349,Saskylakh,RU,71.9167,114.0833,0.55,95,100,11.16,overcast clouds
350,Vrede,ZA,-27.4257,29.1659,52.99,61,0,3.78,clear sky
351,Tamasane,BW,-22.4184,27.4013,63.28,73,0,6.53,clear sky
352,Bereda,ES,43.2686,-7.5406,55.58,94,100,1.79,overcast clouds
353,Kavaratti,IN,10.5669,72.642,83.7,76,15,13.09,few clouds
354,Sola,VU,-13.8833,167.55,82.45,75,100,7.18,overcast clouds
355,Kaseda,JP,31.4167,130.3167,56.7,81,100,8.43,light rain
356,Puerto Penasco,MX,31.3167,-113.5333,65.91,75,68,21.99,broken clouds
357,Mackay,AU,-21.15,149.2,74.68,88,3,5.75,clear sky
358,Sakakah,SA,29.9697,40.2064,56.77,30,0,10.31,clear sky
359,Trelew,AR,-43.249,-65.3051,72.77,25,27,15.75,scattered clouds
360,Opuwo,NA,-18.0607,13.84,69.51,50,70,3.06,broken clouds
361,Barinitas,VE,8.7622,-70.4111,87.28,53,100,0.94,overcast clouds
362,Lerwick,GB,60.1545,-1.1494,39.2,63,100,7.65,overcast clouds
363,Balykshi,KZ,47.0667,51.8667,23.0,80,0,11.18,clear sky
364,Hamilton,US,39.1834,-84.5333,44.94,40,52,5.01,broken clouds
365,Hasan Abdal,PK,30.4333,72.7,74.46,12,0,4.65,clear sky
366,Yichang,CN,30.7144,111.2847,54.45,85,99,1.14,overcast clouds
367,Tulun,RU,54.5611,100.5792,7.32,96,100,1.43,overcast clouds
368,Makarska,HR,43.2969,17.0178,52.77,82,52,1.92,broken clouds
369,Nichlaul,IN,27.3167,83.7333,70.61,22,0,4.07,clear sky
370,Kirkuk,IQ,35.4681,44.3922,49.35,51,0,4.56,clear sky
371,Loubomo,CG,-4.1997,12.6739,72.72,97,100,3.67,overcast clouds
372,Saint George,US,37.1041,-113.5841,77.59,18,20,31.07,few clouds
373,Am Timan,TD,11.0297,20.2827,81.82,10,4,7.2,clear sky
374,Kapit,MY,2.0167,112.9333,71.67,100,95,1.05,overcast clouds
375,Aykhal,RU,66.0,111.5,-7.46,100,99,5.55,overcast clouds
376,Masallatah,LY,32.6167,14.0,55.83,84,7,8.43,clear sky
377,Miri,MY,4.4148,114.0089,75.34,100,40,1.14,scattered clouds
378,Okha,RU,53.5739,142.9478,12.58,91,41,6.51,scattered clouds
379,Sherbrooke,CA,45.4001,-71.8991,14.58,73,75,16.11,broken clouds
380,Yar-Sale,RU,66.8333,70.8333,24.73,95,100,13.49,overcast clouds
381,Warmbad,NA,-28.45,18.7333,76.62,33,95,11.41,overcast clouds
382,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,81.05,68,84,4.23,broken clouds
383,Garissa,KE,-0.4536,39.6401,81.46,66,59,11.9,light rain
384,Massakory,TD,12.996,15.7293,76.86,6,8,13.49,clear sky
385,Makiyivka,UA,48.0478,37.9258,36.14,53,24,17.31,few clouds
386,Srednekolymsk,RU,67.45,153.6833,-0.26,87,48,5.35,scattered clouds
387,Tura,IN,25.5198,90.2201,69.89,59,5,4.97,clear sky
388,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,93,100,6.91,overcast clouds
389,Dakar,SN,14.6937,-17.4441,68.88,88,0,19.57,clear sky
390,Lincoln,US,40.8,-96.667,57.9,30,0,18.41,clear sky
391,Rajshahi,BD,24.3667,88.6,72.32,90,20,7.49,few clouds
392,Nouadhibou,MR,20.931,-17.0347,66.18,88,48,6.91,scattered clouds
393,Sakaiminato,JP,35.55,133.2333,40.98,81,75,3.44,broken clouds
394,Conde,BR,-7.2597,-34.9075,80.06,83,20,8.05,few clouds
395,Inhambane,MZ,-23.865,35.3833,72.9,73,27,10.4,scattered clouds
396,Stromness,GB,58.965,-3.296,42.87,88,100,7.0,overcast clouds
397,Ossora,RU,59.2353,163.0719,29.64,97,100,8.84,snow
398,Gigmoto,PH,13.7796,124.39,79.38,88,82,11.21,broken clouds
399,Sovetskaya Gavan,RU,48.9723,140.2878,27.12,78,9,6.2,clear sky
400,Vigrestad,NO,58.5667,5.7,39.58,69,100,18.72,overcast clouds
401,Coquimbo,CL,-29.9533,-71.3436,62.33,77,20,12.66,few clouds
402,Belmonte,BR,-15.8631,-38.8828,78.73,77,99,6.11,overcast clouds
403,Condado,CU,21.8767,-79.8403,82.74,34,0,12.73,clear sky
404,Jiaojiang,CN,28.6803,121.4428,47.19,89,58,2.39,broken clouds
405,Nagua,DO,19.3832,-69.8474,79.11,78,40,4.61,scattered clouds
406,Bhadrapur,NP,26.544,88.0944,74.7,42,6,5.73,clear sky
407,Nyurba,RU,63.2842,118.3319,7.92,95,100,6.08,overcast clouds
408,Mackenzie,CA,55.2999,-123.1698,43.02,26,0,4.61,clear sky
409,Sept-Iles,CA,50.2001,-66.3821,31.05,93,100,4.61,mist
410,Denpasar,ID,-8.65,115.2167,76.71,94,40,12.66,thunderstorm
411,Malanje,AO,-9.5402,16.341,64.67,98,88,2.39,overcast clouds
412,Bilibino,RU,68.0546,166.4372,-6.32,86,57,3.31,broken clouds
413,Terrace,CA,54.5163,-128.6035,53.51,37,75,2.3,broken clouds
414,Nishihara,JP,26.1842,127.7558,67.28,88,75,9.22,broken clouds
415,Pocatello,US,42.8713,-112.4455,67.01,18,100,14.0,overcast clouds
416,Kumla,SE,59.1277,15.1434,39.15,38,0,11.5,clear sky
417,North Bend,US,43.4065,-124.2243,61.92,89,100,12.66,overcast clouds
418,Kharp,RU,66.8014,65.8081,26.2,98,100,7.65,light snow
419,Tazovskiy,RU,67.4667,78.7,16.21,94,100,13.49,overcast clouds
420,Tyrma,RU,50.0833,132.1667,21.2,94,100,2.06,overcast clouds
421,Russell,US,32.3502,-85.1999,77.97,34,0,12.66,clear sky
422,Sangar,RU,63.9242,127.4739,11.28,96,100,1.19,overcast clouds
423,Bosaso,SO,11.2842,49.1816,76.75,65,2,0.25,clear sky
424,Chara,RU,56.9064,118.2631,-6.03,76,53,2.28,broken clouds
425,Paamiut,GL,61.994,-49.6678,27.28,76,94,6.31,overcast clouds
426,Kuminskiy,RU,58.6667,66.5667,32.79,95,100,11.88,overcast clouds
427,Buraydah,SA,26.326,43.975,61.25,21,51,10.63,broken clouds
428,Seguela,CI,7.9611,-6.6731,83.12,46,100,5.1,overcast clouds
429,Yakeshi,CN,49.2833,120.7333,7.23,86,72,4.56,broken clouds
430,Mogadishu,SO,2.0371,45.3438,80.13,77,68,20.54,broken clouds
431,Mantua,IT,45.1667,10.7833,54.64,66,4,3.0,clear sky
432,Nabinagar,BD,23.8917,90.9733,72.3,95,5,5.66,clear sky
433,Chokurdakh,RU,70.6333,147.9167,-11.4,99,75,4.63,broken clouds
434,Hambantota,LK,6.1241,81.1185,77.34,100,20,2.3,few clouds
435,Formosa Do Rio Preto,BR,-11.0483,-45.1931,79.25,62,78,0.49,broken clouds
436,Kirkenaer,NO,60.4564,12.0582,26.56,86,24,3.11,few clouds
437,Ilulissat,GL,69.2167,-51.1,27.77,75,14,9.93,few clouds
438,Pachino,IT,36.7186,15.0907,54.32,87,2,13.35,clear sky
439,Foz,ES,43.5692,-7.2544,54.61,92,100,1.25,overcast clouds
440,Sur,OM,22.5667,59.5289,80.65,47,3,5.1,clear sky
441,Gizo,SB,-8.103,156.8419,82.99,77,96,7.78,light rain
442,Niquero,CU,20.0431,-77.5828,84.18,44,3,14.36,clear sky
443,Butterworth,MY,5.3991,100.3638,80.64,94,40,0.0,thunderstorm
444,Dingle,PH,10.9995,122.6711,77.09,89,100,8.12,overcast clouds
445,Birjand,IR,32.8663,59.2211,39.67,22,0,9.22,clear sky
446,Acapulco,MX,16.8634,-99.8901,85.21,41,0,10.33,clear sky
447,Labytnangi,RU,66.6572,66.4183,26.62,97,100,8.66,overcast clouds
448,Umea,SE,63.8284,20.2597,21.13,68,0,9.22,clear sky
449,Labuhan,ID,-6.8844,112.2051,76.66,87,87,5.12,overcast clouds
450,Victoria,HK,22.2855,114.1577,65.32,85,98,10.0,overcast clouds
451,Diffa,NE,13.3154,12.6113,72.52,19,15,10.51,few clouds
452,Demba,CD,-5.51,22.2667,69.31,94,100,1.36,overcast clouds
453,Porto Novo,BJ,6.4965,2.6036,85.82,81,54,10.8,broken clouds
454,Araouane,ML,18.9048,-3.5265,87.58,8,17,9.82,few clouds
455,Pueblo Bello,CO,8.2041,-76.526,84.7,88,100,3.56,overcast clouds
456,Vieste,IT,41.8825,16.175,54.52,74,85,2.01,overcast clouds
457,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,87,17,8.5,few clouds
458,Pisco,PE,-13.7,-76.2167,73.45,68,0,23.02,clear sky
459,Patrocinio,BR,-18.9439,-46.9925,71.58,70,31,1.21,scattered clouds
460,Ornskoldsvik,SE,63.2909,18.7153,22.15,79,100,5.75,overcast clouds
461,Iquique,CL,-20.2208,-70.1431,68.04,75,15,9.08,few clouds
462,Port-Cartier,CA,50.0334,-66.8654,30.74,92,100,3.31,light snow
463,Marsabit,KE,2.3284,37.9899,71.96,60,97,7.87,overcast clouds
464,Campbell River,CA,50.0163,-125.2446,57.6,67,40,6.91,scattered clouds
465,Dhidhdhoo,MV,6.8833,73.1,82.13,73,0,3.0,clear sky
466,Atambua,ID,-9.1061,124.8925,72.95,88,100,2.01,overcast clouds
467,Merauke,ID,-8.4667,140.3333,76.24,94,100,13.0,moderate rain
468,Isangel,VU,-19.55,169.2667,82.51,78,66,2.3,broken clouds
469,Sterling,US,39.0062,-77.4286,35.76,43,75,26.46,broken clouds
470,Palmer,US,42.1584,-72.3287,26.65,33,100,5.99,overcast clouds
471,Longyearbyen,SJ,78.2186,15.6401,8.44,61,20,4.61,few clouds
472,Luis Correia,BR,-2.8792,-41.6669,80.6,94,40,9.22,scattered clouds
473,Coahuayana,MX,18.7333,-103.6833,86.92,36,51,7.23,broken clouds
474,Katsuura,JP,35.1333,140.3,53.76,68,100,12.5,overcast clouds
475,Rio Gallegos,AR,-51.6226,-69.2181,42.85,93,100,17.27,moderate rain
476,Rosarito,MX,32.3333,-117.0333,63.41,89,90,21.3,overcast clouds
477,Manchester,GB,53.4809,-2.2374,51.44,77,8,3.44,clear sky
478,Sharkan,RU,57.2989,53.8712,3.61,99,89,4.81,overcast clouds
479,Ajdabiya,LY,30.7554,20.2263,65.91,26,58,5.08,broken clouds
480,Bria,CF,6.5423,21.9863,77.92,16,100,3.24,overcast clouds
481,Adrar,MR,20.5022,-10.0711,84.34,15,99,8.72,overcast clouds
482,Mondlo,ZA,-27.983,30.7177,57.47,90,0,4.23,clear sky
483,Verkhnevilyuysk,RU,63.4453,120.3167,11.61,95,100,5.41,light snow
484,Krishnagiri,IN,12.5333,78.2333,75.54,81,2,3.6,clear sky
485,Cherskiy,RU,68.75,161.3,-4.05,92,43,2.89,scattered clouds
486,Mildura,AU,-34.2,142.15,57.16,77,0,3.44,clear sky
487,Turukhansk,RU,65.8167,87.9833,12.87,92,100,12.1,overcast clouds
488,Inirida,CO,3.8653,-67.9239,72.99,99,100,2.95,moderate rain
489,Erenhot,CN,43.6475,111.9767,33.75,67,100,19.93,overcast clouds
490,Northam,GB,51.0333,-4.2167,54.61,78,100,8.79,overcast clouds
491,Morondava,MG,-20.2833,44.2833,79.21,83,54,4.36,broken clouds
492,Waddan,LY,29.1614,16.139,65.88,40,15,11.9,few clouds
493,Batemans Bay,AU,-35.7167,150.1833,67.1,88,100,5.41,overcast clouds
494,Gornopravdinsk,RU,60.05,69.9,31.86,91,100,12.88,overcast clouds
495,Hailar,CN,49.2,119.7,14.23,69,49,9.22,scattered clouds
496,Pavino,RU,59.1139,46.1414,17.04,92,100,8.3,overcast clouds
497,Capreol,CA,46.706,-80.9225,24.91,44,20,9.22,few clouds
498,Bonthe,SL,7.5264,-12.505,77.14,77,59,8.3,light rain
499,Pocosol,CR,10.3667,-84.6167,83.61,53,97,9.35,overcast clouds
500,Ketrzyn,PL,54.0768,21.3753,41.04,82,18,15.84,few clouds
501,Souillac,MU,-20.5167,57.5167,75.58,88,20,4.61,few clouds
502,Ventspils,LV,57.3894,21.5606,39.13,75,0,9.22,clear sky
503,San Vicente,AR,-26.6167,-54.1333,68.13,64,0,3.13,clear sky
504,Chicama,PE,-7.8447,-79.1469,68.54,68,95,8.48,overcast clouds
505,Balkhash,KZ,46.844,74.9804,33.53,82,6,7.36,clear sky
506,Port Augusta,AU,-32.5,137.7667,67.69,69,0,7.49,clear sky
507,Muromtsevo,RU,56.3724,75.2418,17.58,98,92,6.11,overcast clouds
508,Koslan,RU,63.4564,48.8989,-7.51,100,73,2.75,broken clouds
509,Laguna,US,38.421,-121.4238,60.76,77,100,4.61,overcast clouds
510,Pangai,TO,-19.8,-174.35,80.91,82,93,9.04,overcast clouds
511,Havelock,US,34.8791,-76.9013,58.98,53,4,5.01,clear sky
512,Diamantino,BR,-14.4086,-56.4461,77.04,85,86,1.7,overcast clouds
513,Port Macquarie,AU,-31.4333,152.9167,67.89,100,100,4.61,heavy intensity rain
514,Manzhouli,CN,49.6,117.4333,14.72,60,0,10.0,clear sky
515,Valley City,US,46.9233,-98.0032,37.92,48,0,26.46,clear sky
516,Chimbote,PE,-9.0853,-78.5783,73.49,75,53,9.33,broken clouds
517,Saint-Francois,FR,46.4154,3.9054,54.84,46,0,8.05,clear sky
518,Mora,CM,11.0461,14.1401,75.25,10,17,5.23,few clouds
519,Karauli,IN,26.5,77.0167,79.23,12,4,3.31,clear sky
520,Ulladulla,AU,-35.35,150.4667,68.77,90,100,10.2,light rain
521,Kattivakkam,IN,13.2167,80.3167,83.07,90,1,10.92,clear sky
522,Titisee-Neustadt,DE,47.9,8.1667,49.91,56,65,1.59,broken clouds
523,Tautira,PF,-17.7333,-149.15,81.54,74,94,13.22,overcast clouds
524,Geraldton,AU,-28.7667,114.6,73.81,78,40,23.02,light rain
525,Praia,CV,14.9215,-23.5087,70.48,77,62,16.8,broken clouds
526,Santa Rosa,PH,14.3122,121.1114,82.11,80,73,11.88,broken clouds
527,Fujin,CN,47.26,132.0322,39.31,57,100,13.33,overcast clouds
528,Dawson Creek,CA,55.7666,-120.2362,37.4,69,99,4.45,overcast clouds
529,Samfya,ZM,-11.3649,29.5565,66.18,93,92,8.57,overcast clouds
530,Yangmei,CN,24.1023,112.5618,56.71,89,100,2.37,overcast clouds
531,Aurich,DE,53.4667,7.4833,43.93,87,92,6.04,overcast clouds
532,Liuhe,CN,42.2401,125.7172,34.25,41,88,9.8,overcast clouds
533,Basco,PH,20.4487,121.9702,78.35,81,42,21.79,scattered clouds
534,Hami,CN,42.8,93.45,43.5,34,22,10.78,few clouds
535,Maniwaki,CA,46.3834,-75.966,17.28,70,100,10.18,overcast clouds
536,Oranjemund,NA,-28.55,16.4333,63.82,76,0,4.65,clear sky
537,Kruisfontein,ZA,-34.0033,24.7314,67.89,73,92,2.08,overcast clouds
538,Davila,PH,18.4726,120.5763,79.34,82,8,18.07,clear sky
539,Kangly,RU,44.2544,43.0308,32.05,59,3,8.99,clear sky
540,Wilmington,US,34.2257,-77.9447,62.01,38,0,3.0,clear sky
541,Mae Sot,TH,16.7167,98.5667,72.36,97,17,0.51,few clouds
542,Sungaipenuh,ID,-2.0833,101.3833,62.8,87,48,2.68,scattered clouds
543,Korsakov,RU,46.6328,142.7813,26.44,80,5,6.4,clear sky
544,Stony Plain,CA,53.5334,-114.0021,31.73,91,100,14.97,snow
545,Dzhebariki-Khaya,RU,62.2167,135.8,-0.44,89,89,1.45,overcast clouds
546,San Ciro De Acosta,MX,21.6333,-99.8167,90.23,19,14,16.91,few clouds
547,Elena,BG,42.9333,25.8833,54.99,78,100,4.29,overcast clouds
548,Abha,SA,18.2164,42.5053,58.82,39,2,3.65,clear sky
549,Svetlogorsk,BY,52.6333,29.7333,47.1,65,71,13.24,broken clouds
550,Snyder,US,32.7179,-100.9176,93.54,5,0,14.97,clear sky
551,Toora-Khem,RU,52.4675,96.11,1.02,99,68,0.38,broken clouds
552,Muscatine,US,41.4667,-91.1335,44.78,29,0,11.5,clear sky
553,Fortuna,US,40.5982,-124.1573,60.93,72,100,19.57,overcast clouds
554,Sicamous,CA,50.8331,-118.9856,46.26,95,100,3.47,overcast clouds
555,Laukaa,RU,58.7372,29.8453,23.27,90,89,7.47,overcast clouds
556,Truckee,US,39.328,-120.1833,52.16,61,40,10.36,scattered clouds
557,Baruun-Urt,MN,46.6806,113.2792,17.82,62,40,9.53,scattered clouds
558,Raudeberg,NO,61.9875,5.1352,32.95,53,76,21.47,broken clouds
559,Nabire,ID,-3.3667,135.4833,75.7,90,100,1.95,overcast clouds
560,Amga,RU,60.8953,131.9608,9.14,96,100,1.59,overcast clouds
561,Amos,CA,48.5669,-78.1162,15.19,85,100,9.8,overcast clouds
562,Biograd Na Moru,HR,43.9433,15.4519,46.76,86,6,4.45,clear sky
563,Luwuk,ID,-0.9516,122.7875,77.92,78,89,1.45,overcast clouds
564,Gombong,ID,-7.6072,109.5142,75.6,89,96,2.44,overcast clouds
565,Solwezi,ZM,-12.1688,26.3894,62.44,99,100,3.76,overcast clouds
566,Taganak,PH,6.0833,118.3,79.39,83,100,8.75,overcast clouds
567,Netivot,IL,31.4222,34.5886,56.61,65,0,4.18,clear sky
568,Ravar,IR,31.2656,56.8055,54.95,16,2,7.29,clear sky
569,Mehamn,NO,71.0357,27.8492,28.31,68,100,23.04,light snow
570,Yelizavetino,RU,59.4916,29.7938,24.57,92,91,9.78,overcast clouds
571,Zhigansk,RU,66.7697,123.3711,-5.71,99,98,7.87,overcast clouds
572,Berdigestyakh,RU,62.0989,126.6992,14.07,95,100,7.25,overcast clouds
573,Thunder Bay,CA,48.4001,-89.3168,28.29,59,80,8.01,broken clouds
574,Donskoye,RU,45.4552,41.9741,33.93,72,4,14.63,clear sky
575,Dukat,RU,62.55,155.55,2.39,94,100,9.17,overcast clouds
576,Lodja,CD,-3.4833,23.4333,70.2,97,97,0.58,overcast clouds
577,La Roche-Sur-Yon,FR,46.6667,-1.4333,55.67,58,0,3.44,clear sky
578,Biak,ID,-0.9131,122.8766,76.64,77,91,0.47,overcast clouds
579,North Myrtle Beach,US,33.816,-78.68,67.37,59,4,5.99,clear sky
580,Kutum,SD,14.2,24.6667,63.28,8,5,11.68,clear sky
581,Hede,CN,33.7681,120.2517,40.1,84,0,9.15,clear sky
582,Tatawin,TN,32.9297,10.4518,58.71,65,53,4.97,broken clouds
583,Kurchum,KZ,48.5722,83.6542,26.82,78,83,4.76,broken clouds
584,Krabi,TH,8.0726,98.9105,78.98,87,47,3.87,scattered clouds
585,Pundaguitan,PH,6.3711,126.1689,81.0,79,69,10.2,broken clouds
586,Windhoek,NA,-22.5594,17.0832,72.1,64,49,6.24,scattered clouds
587,Lavrentiya,RU,65.5833,-171.0,5.83,83,20,3.44,few clouds
588,Hirara,JP,24.8,125.2833,70.07,88,75,13.8,broken clouds
589,Colwyn Bay,GB,53.2948,-3.7267,49.75,92,3,1.01,clear sky
590,Aquin,HT,18.2833,-73.4,81.41,61,93,8.08,overcast clouds
591,Chernyshevskiy,RU,63.0128,112.4714,-12.68,100,98,2.53,overcast clouds
592,Novikovo,RU,51.1537,37.8879,40.44,66,79,24.47,broken clouds
593,Tawang,IN,27.5833,91.8667,42.91,89,98,0.65,overcast clouds
594,Paveh,IR,35.0434,46.3565,36.37,62,0,2.28,clear sky
595,Kiama,AU,-34.6833,150.8667,68.38,95,100,5.99,light rain
596,Jumla,NP,29.2747,82.1838,47.08,52,0,4.23,clear sky
597,Tukrah,LY,32.5341,20.5791,59.09,55,0,8.34,clear sky
598,Puerto Maldonado,PE,-12.6,-69.1833,83.61,69,50,1.41,scattered clouds
599,Nantucket,US,41.2835,-70.0995,32.09,43,100,31.21,overcast clouds
600,Vao,NC,-22.6667,167.4833,77.56,71,100,12.66,overcast clouds
601,Flinders,AU,-34.5833,150.8552,68.18,94,100,7.0,light rain
602,Praya,CV,14.9215,-23.5087,70.34,73,40,14.97,scattered clouds
603,Borba,BR,-4.3878,-59.5939,76.26,97,97,2.75,overcast clouds
604,Bantry,IE,51.6833,-9.45,44.78,86,15,4.09,few clouds
605,Serebryansk,KZ,49.6925,83.2892,25.95,97,100,4.29,light snow
606,Kulhudhuffushi,MV,6.6221,73.07,82.02,72,0,2.62,clear sky
607,Pecos,US,31.4229,-103.4932,91.49,4,0,6.91,clear sky
608,Miles City,US,46.4083,-105.8406,74.7,23,92,4.09,overcast clouds
609,Moses Lake,US,47.1301,-119.2781,68.88,27,95,8.39,overcast clouds
610,Bilma,NE,18.6853,12.9164,73.71,7,0,5.32,clear sky
611,Anamur,TR,36.0751,32.8369,56.79,57,31,3.31,scattered clouds
612,Sampit,ID,-2.5333,112.95,73.29,99,47,1.57,scattered clouds
613,Kapuskasing,CA,49.4169,-82.4331,17.22,80,100,8.88,overcast clouds
614,Jardim,BR,-21.4803,-56.1381,79.86,70,60,4.59,broken clouds
615,Chegem,RU,43.2833,43.1333,11.71,54,1,13.69,clear sky
616,Klyuchi,RU,52.2667,79.1667,30.56,97,100,7.2,overcast clouds
617,Kuryk,KZ,43.2,51.65,37.17,50,93,16.73,overcast clouds
618,Turbat,PK,26.0023,63.044,78.39,26,0,1.57,clear sky
619,Trinidad,BO,-14.8333,-64.9,81.0,77,92,1.59,overcast clouds
620,Charters Towers,AU,-20.1,146.2667,76.23,37,35,5.97,scattered clouds
621,Timbiqui,CO,2.7717,-77.6654,80.82,75,87,4.65,overcast clouds
622,Mancio Lima,BR,-7.6142,-72.8958,76.51,96,93,2.62,overcast clouds
623,Ola,RU,59.5833,151.2833,19.15,73,100,8.25,overcast clouds
624,Pucallpa,PE,-8.3791,-74.5539,78.28,83,94,3.76,overcast clouds
625,Vicuna,CL,-30.0319,-70.7081,80.76,31,0,5.48,clear sky
626,Bontang,ID,0.1333,117.5,75.18,90,54,5.61,broken clouds
627,Roma,US,43.2128,-75.4557,20.37,73,100,17.27,overcast clouds
628,Faya,SA,18.3851,42.4509,59.22,38,2,4.03,clear sky
629,Aguimes,ES,27.9054,-15.4461,65.03,64,20,4.61,few clouds
630,Bartica,GY,6.4,-58.6167,76.89,79,99,5.95,overcast clouds
631,Nelson,NZ,-41.2833,173.2833,67.69,75,23,1.99,few clouds
632,Paragominas,BR,-2.9667,-47.4833,74.37,97,86,2.55,moderate rain
633,Tiznit,MA,29.5833,-9.5,61.16,74,22,2.82,few clouds
634,Payson,US,40.0444,-111.7321,63.39,39,100,29.93,overcast clouds
635,Iquitos,PE,-3.7481,-73.2472,71.62,99,100,2.8,overcast clouds
636,Igarka,RU,67.4667,86.5833,12.29,94,100,14.25,overcast clouds
637,Jinxiang,CN,27.4327,120.6062,53.78,88,99,6.4,overcast clouds
638,Alyangula,AU,-13.8483,136.4192,80.87,75,31,4.52,scattered clouds
639,Kyabe,TD,9.4515,18.9449,85.55,10,3,6.26,clear sky
640,Tecoanapa,MX,16.5167,-98.75,85.03,52,92,11.25,overcast clouds
641,Plouzane,FR,48.3833,-4.6167,55.72,90,0,3.44,clear sky
642,Moron,AR,-34.6534,-58.6198,77.02,64,2,7.87,clear sky
643,Sao Joao Dos Patos,BR,-6.495,-43.7022,73.72,93,68,2.55,light rain
644,Omboue,GA,-1.5746,9.2618,74.62,97,100,3.94,moderate rain
645,Cheney,US,47.4874,-117.5758,66.31,36,75,12.66,broken clouds
646,Porto Murtinho,BR,-21.6989,-57.8825,85.41,49,7,0.94,clear sky
647,Salinas,US,36.6777,-121.6555,62.96,73,75,10.36,broken clouds
648,Nuuk,GL,64.1835,-51.7216,21.16,84,4,4.54,clear sky
649,Banjar,ID,-8.19,114.9675,76.78,91,63,4.03,broken clouds
650,Chitaga,CO,7.1378,-72.6646,58.42,88,100,5.44,overcast clouds
651,Otane,NZ,-39.8833,176.6333,62.01,96,100,6.98,overcast clouds
652,Horsham,GB,51.064,-0.3272,54.72,83,100,9.22,overcast clouds
653,Teguldet,RU,57.3064,88.1667,6.53,97,23,3.42,few clouds
654,Camocim,BR,-2.9022,-40.8411,73.44,94,100,6.93,overcast clouds
655,Krasnoshchekovo,RU,51.6708,82.7289,27.09,91,100,5.75,overcast clouds
656,Mirabad,AF,30.4362,61.8383,68.97,16,0,15.08,clear sky
657,Bonfim,BR,3.0833,-59.95,86.14,51,100,11.3,overcast clouds
658,Valdivia,CL,-39.8142,-73.2459,57.29,93,97,7.61,overcast clouds
659,Talakan,RU,50.3167,130.3667,24.66,92,100,1.05,overcast clouds
660,Port Hedland,AU,-20.3167,118.5667,82.45,74,94,5.75,light rain
661,Marsh Harbour,BS,26.5412,-77.0636,75.13,55,80,8.72,broken clouds
662,Mama,RU,58.3106,112.8986,16.77,96,100,4.43,light snow
663,Ukiah,US,39.1502,-123.2078,60.37,82,100,4.61,light rain
664,Lagos,NG,6.5833,3.75,82.17,83,45,6.82,scattered clouds
665,Ust-Barguzin,RU,53.45,108.9833,-2.22,98,19,3.44,few clouds
666,Anloga,GH,5.7947,0.8973,82.8,85,75,15.17,broken clouds
667,Zheleznodorozhnyy,RU,55.7503,38.0042,35.15,81,97,13.56,overcast clouds
668,Borovskoy,KZ,53.8,64.15,32.83,98,100,13.11,overcast clouds
669,Monastyrshchina,RU,54.3496,31.838,36.19,93,98,15.26,overcast clouds
670,Cocobeach,GA,1.0002,9.5823,80.62,82,66,6.51,broken clouds
671,Southbridge,US,42.0751,-72.0334,26.92,41,100,7.0,overcast clouds
672,Cockburn Town,TC,21.4612,-71.1419,78.76,53,40,11.5,scattered clouds
673,Burnie,AU,-41.0667,145.9167,60.76,91,91,9.01,overcast clouds
674,Bayevo,RU,53.2833,80.7667,32.68,96,100,9.08,overcast clouds
675,Ellisras,ZA,-23.6649,27.7443,65.3,59,0,5.35,clear sky
676,Eyl,SO,7.9803,49.8164,77.95,75,8,12.37,clear sky
677,Brigantine,US,39.4101,-74.3646,32.05,43,40,24.16,scattered clouds
678,Saint Anthony,US,45.0205,-93.218,39.24,30,75,12.66,broken clouds
679,Ugoofaaru,MV,5.6667,73.0,82.15,72,0,3.11,clear sky
680,Vuktyl,RU,63.8567,57.3094,9.84,96,98,5.28,overcast clouds
681,Saint-Augustin,CA,51.226,-58.6502,32.7,99,99,3.83,overcast clouds
682,Talaja,IN,21.35,72.05,83.86,25,4,9.48,clear sky
683,Tezu,IN,27.9167,96.1667,70.41,52,74,3.83,broken clouds
684,Sarankhola,BD,22.3082,89.7897,75.94,97,36,5.44,scattered clouds
685,Port Hawkesbury,CA,45.6169,-61.3485,36.59,98,100,4.61,light rain
686,Mingguang,CN,32.7802,117.9638,45.91,88,0,11.56,clear sky
687,Zhongshu,CN,24.5167,103.7667,54.39,92,99,4.12,overcast clouds
688,Evensk,RU,61.95,159.2333,16.74,73,100,21.99,overcast clouds
689,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,22.87,91,100,9.06,overcast clouds
690,Bargur,IN,12.5424,78.3539,75.4,80,2,3.31,clear sky
691,Garden City,US,42.3256,-83.331,32.88,38,40,13.8,scattered clouds
692,Zhanaozen,KZ,43.3,52.8,29.98,56,28,11.86,scattered clouds
693,Westport,US,41.1415,-73.3579,30.33,32,40,18.41,scattered clouds
694,Puerto Ayacucho,VE,5.6639,-67.6236,75.83,94,100,4.79,light rain
695,El Jicaro,GT,14.9167,-89.9,90.81,44,91,7.4,overcast clouds
